IS_10	MISS_10	IS_20	MISS_20	IS_30	MISS_30	IS_40	MISS_40	IS_50	MISS_50	IS_60	MISS_60	IS_70	MISS_70	IS_80	MISS_80	IS_90	MISS_90	IS_100	MISS_100
 25	  1	 39	  4	 45	  8	 54	 12	 62	 16	 67	 22	 70	 30	 72	 38	 77	 46	 80	 54
 26	  1	 36	  5	 42	 11	 54	 15	 61	 19	 66	 26	 76	 30	 80	 37	 86	 42	 87	 51
 34	  0	 49	  2	 62	  4	 71	 10	 79	 14	 87	 18	 91	 26	 94	 33	 99	 38	100	 47
 25	  1	 34	  5	 40	 11	 47	 14	 50	 21	 57	 26	 61	 32	 65	 39	 68	 46	 72	 53
 19	  1	 31	  3	 42	  5	 50	 10	 53	 17	 57	 24	 63	 29	 67	 35	 71	 41	 78	 47
 16	  2	 29	  5	 39	  9	 52	  9	 55	 16	 58	 24	 63	 29	 71	 34	 74	 41	 80	 46
 29	  2	 43	  8	 53	 11	 57	 18	 63	 23	 68	 31	 75	 36	 79	 43	 85	 47	 87	 55
 33	  0	 46	  2	 54	  6	 61	 10	 73	 14	 82	 17	 88	 23	 91	 30	 96	 36	103	 40
 21	  0	 33	  2	 37	  8	 47	 12	 53	 18	 59	 25	 65	 31	 68	 38	 72	 44	 74	 52
 38	  1	 51	  2	 56	  8	 61	 14	 66	 21	 70	 27	 78	 32	 83	 38	 84	 47	 93	 51
 30	  2	 37	  8	 46	 12	 54	 17	 62	 21	 65	 28	 71	 33	 72	 42	 76	 48	 83	 54
 31	  0	 41	  4	 49	  8	 53	 14	 56	 21	 60	 28	 63	 35	 68	 40	 72	 47	 79	 52
 26	  0	 34	  5	 41	 11	 47	 16	 53	 20	 59	 25	 66	 30	 69	 37	 73	 45	 75	 53
 33	  0	 46	  2	 54	  6	 66	  9	 72	 15	 79	 20	 81	 28	 85	 35	 91	 39	 93	 47
 26	  1	 39	  4	 48	  8	 53	 14	 56	 21	 62	 25	 66	 32	 68	 40	 70	 48	 76	 53
 24	  0	 34	  3	 41	  8	 47	 13	 57	 17	 69	 18	 72	 26	 78	 30	 82	 36	 86	 43
 23	  3	 32	  6	 39	 11	 45	 16	 52	 20	 55	 27	 60	 32	 68	 36	 70	 44	 75	 50
 25	  0	 34	  4	 38	 10	 46	 16	 54	 21	 60	 26	 61	 35	 66	 40	 74	 44	 75	 53
 30	  0	 40	  1	 52	  4	 54	 12	 62	 17	 70	 22	 76	 28	 80	 36	 83	 43	 85	 51
 31	  1	 38	  7	 45	 11	 53	 16	 61	 20	 70	 24	 74	 31	 78	 37	 81	 44	 83	 52
 28	  0	 41	  4	 47	  8	 52	 14	 59	 21	 68	 26	 72	 33	 75	 40	 80	 47	 82	 55
 19	  3	 29	  5	 36	 12	 40	 19	 44	 26	 50	 31	 54	 39	 61	 44	 68	 50	 69	 59
 29	  1	 37	  6	 46	  9	 52	 16	 60	 20	 64	 27	 68	 33	 73	 38	 76	 46	 79	 53
 26	  3	 36	  6	 43	 10	 47	 16	 55	 19	 61	 25	 66	 30	 70	 36	 74	 43	 80	 49
 35	  1	 46	  4	 52	  9	 61	 14	 64	 21	 70	 26	 73	 33	 77	 40	 78	 49	 82	 55
 15	  1	 26	  3	 36	  6	 43	 10	 46	 17	 52	 23	 61	 24	 67	 30	 71	 37	 76	 42
 30	  1	 44	  3	 48	  9	 52	 16	 55	 24	 61	 29	 65	 36	 67	 44	 70	 51	 72	 59
 31	  1	 41	  5	 50	  8	 57	 14	 65	 18	 68	 26	 68	 36	 72	 43	 74	 51	 76	 59
 36	  0	 49	  2	 61	  5	 67	 10	 73	 14	 73	 24	 78	 31	 80	 39	 84	 45	 89	 50
 42	  0	 57	  3	 64	  7	 68	 14	 76	 17	 79	 25	 82	 32	 85	 39	 89	 47	 93	 54
 29	  1	 39	  3	 49	  6	 56	 11	 63	 16	 66	 23	 69	 32	 74	 38	 79	 43	 85	 48
 27	  2	 34	  7	 44	 11	 54	 16	 62	 21	 67	 27	 70	 34	 77	 39	 80	 46	 86	 51
 18	  2	 26	  7	 36	 12	 46	 17	 52	 23	 58	 29	 67	 34	 72	 40	 73	 49	 75	 57
 25	  2	 36	  6	 47	  9	 51	 15	 58	 20	 68	 22	 72	 28	 77	 33	 79	 41	 83	 47
 27	  2	 38	  4	 50	  8	 52	 16	 57	 22	 62	 29	 69	 34	 71	 43	 75	 49	 80	 54
 28	  1	 38	  4	 44	  9	 52	 12	 60	 18	 66	 24	 68	 32	 72	 38	 73	 47	 78	 52
 26	  1	 36	  5	 47	  9	 54	 16	 61	 21	 71	 26	 75	 33	 79	 39	 83	 46	 87	 53
 27	  0	 41	  2	 46	  7	 51	 13	 55	 19	 61	 23	 67	 28	 70	 35	 71	 44	 71	 54
 20	  1	 30	  4	 41	  7	 43	 15	 46	 22	 49	 29	 57	 33	 63	 38	 65	 46	 68	 53
 25	  2	 39	  4	 51	  7	 60	 10	 63	 17	 71	 22	 76	 27	 77	 36	 80	 44	 85	 50
 30	  0	 46	  3	 55	  8	 60	 14	 69	 19	 74	 25	 79	 31	 85	 36	 90	 42	 92	 50
 24	  0	 33	  4	 45	  7	 53	 11	 59	 18	 64	 24	 66	 32	 75	 36	 81	 41	 84	 48
 21	  1	 38	  2	 52	  5	 58	  9	 62	 16	 67	 21	 69	 30	 73	 36	 78	 41	 81	 49
 32	  0	 42	  4	 49	  9	 58	 13	 64	 18	 69	 23	 73	 30	 75	 38	 78	 45	 85	 51
 30	  2	 46	  4	 55	  7	 61	 13	 68	 17	 73	 23	 77	 29	 80	 36	 82	 44	 84	 52
 29	  3	 39	  8	 48	 12	 58	 16	 64	 20	 72	 24	 74	 32	 78	 38	 81	 45	 85	 51
 33	  0	 42	  3	 47	  8	 50	 15	 57	 19	 61	 26	 68	 31	 78	 33	 80	 41	 81	 50
 25	  1	 39	  3	 48	  7	 55	 12	 61	 16	 65	 22	 69	 30	 70	 39	 72	 47	 76	 54
 29	  1	 38	  5	 44	 11	 48	 17	 55	 21	 59	 27	 63	 34	 70	 40	 76	 45	 81	 52
 31	  0	 38	  4	 48	  6	 54	 13	 60	 17	 66	 23	 70	 30	 73	 37	 77	 44	 80	 51
 25	  1	 35	  6	 40	 11	 48	 15	 48	 25	 52	 31	 61	 33	 62	 42	 63	 51	 65	 60
 26	  0	 36	  4	 50	  7	 52	 15	 55	 23	 61	 29	 64	 37	 65	 46	 68	 53	 71	 61
 44	  0	 53	  3	 60	  8	 66	 13	 74	 17	 82	 20	 86	 26	 90	 32	 92	 40	 96	 48
 25	  0	 37	  4	 42	 10	 50	 14	 56	 19	 63	 23	 69	 28	 72	 35	 76	 42	 78	 50
 27	  2	 39	  6	 46	 11	 58	 13	 64	 19	 73	 24	 79	 30	 84	 36	 88	 42	 91	 50
 27	  1	 43	  2	 50	  7	 54	 14	 59	 19	 64	 24	 65	 33	 69	 39	 71	 47	 75	 53
 22	  2	 37	  3	 49	  7	 56	 12	 59	 19	 61	 27	 64	 34	 69	 41	 73	 47	 76	 55
 23	  3	 38	  4	 42	 11	 47	 17	 53	 21	 58	 27	 64	 32	 67	 39	 71	 46	 75	 52
 38	  0	 51	  1	 58	  6	 60	 14	 68	 19	 72	 26	 77	 32	 78	 41	 83	 48	 86	 55
 31	  1	 44	  5	 59	  7	 69	 10	 78	 14	 84	 19	 88	 25	 93	 31	 96	 39	100	 45
 32	  1	 49	  2	 53	  8	 59	 14	 67	 20	 73	 26	 75	 34	 81	 40	 82	 49	 84	 57
 26	  0	 36	  4	 43	  8	 48	 14	 55	 19	 59	 25	 63	 32	 67	 39	 69	 47	 71	 55
 23	  1	 31	  6	 40	  9	 45	 16	 49	 23	 57	 28	 65	 31	 67	 39	 70	 46	 78	 50
 21	  2	 31	  6	 36	 12	 43	 17	 47	 24	 53	 29	 57	 36	 61	 42	 63	 50	 69	 55
 25	  2	 33	  7	 40	 12	 43	 20	 53	 23	 57	 30	 61	 36	 67	 40	 69	 49	 69	 59
 25	  0	 36	  1	 45	  2	 53	  6	 57	 13	 62	 19	 69	 24	 71	 32	 75	 39	 78	 46
 27	  1	 45	  1	 50	  7	 54	 13	 56	 21	 59	 28	 65	 33	 69	 39	 72	 47	 74	 55
 29	  1	 36	  7	 39	 15	 48	 20	 55	 25	 56	 34	 60	 40	 68	 44	 71	 51	 75	 58
 27	  2	 37	  5	 45	  9	 51	 13	 59	 18	 68	 21	 71	 28	 74	 35	 74	 45	 77	 53
 18	  1	 33	  3	 44	  7	 51	 10	 57	 16	 61	 22	 64	 29	 69	 36	 71	 44	 77	 50
 18	  1	 29	  4	 34	  9	 44	 14	 55	 17	 61	 23	 64	 31	 67	 38	 68	 47	 76	 52
 26	  0	 36	  4	 44	  7	 48	 13	 52	 19	 55	 26	 60	 32	 67	 36	 71	 42	 74	 49
 21	  2	 31	  6	 36	 11	 40	 18	 46	 24	 50	 30	 54	 37	 60	 42	 64	 48	 67	 55
 31	  0	 50	  2	 56	  7	 63	 11	 65	 19	 70	 25	 72	 33	 77	 40	 80	 47	 83	 54
 30	  3	 36	  8	 45	 13	 52	 17	 56	 24	 60	 31	 62	 40	 66	 47	 72	 54	 73	 63
 26	  0	 35	  4	 44	  8	 50	 13	 57	 19	 64	 25	 71	 30	 75	 37	 78	 45	 83	 51
 21	  0	 29	  4	 39	  7	 46	 11	 53	 15	 58	 20	 63	 25	 68	 30	 75	 35	 80	 41
 27	  1	 36	  6	 46	 11	 55	 14	 60	 21	 66	 26	 69	 33	 72	 40	 75	 47	 78	 54
 26	  0	 37	  4	 49	  7	 54	 13	 58	 19	 62	 25	 66	 32	 72	 38	 73	 47	 80	 50
 25	  0	 40	  0	 45	  6	 51	 11	 55	 18	 57	 26	 63	 32	 67	 38	 69	 46	 73	 52
 30	  2	 42	  6	 54	  8	 67	 10	 72	 15	 81	 20	 84	 28	 92	 32	 99	 37	102	 44
 41	  0	 51	  3	 58	  7	 60	 16	 67	 21	 73	 27	 82	 28	 83	 37	 88	 43	 91	 51
 17	  5	 28	  8	 38	 11	 42	 17	 45	 24	 50	 30	 53	 38	 57	 45	 60	 52	 64	 58
 18	  2	 27	  6	 40	  9	 49	 13	 56	 19	 62	 26	 70	 30	 72	 38	 75	 45	 77	 53
 32	  1	 37	  7	 48	 10	 52	 17	 59	 23	 61	 31	 64	 38	 65	 47	 66	 56	 72	 61
 31	  0	 46	  2	 55	  4	 61	  9	 67	 13	 74	 16	 76	 25	 83	 29	 88	 35	 94	 41
 24	  2	 35	  3	 40	  8	 47	 15	 54	 22	 58	 28	 65	 32	 69	 39	 73	 45	 79	 50
 24	  2	 41	  3	 59	  5	 66	  9	 73	 14	 82	 19	 88	 23	 90	 31	 96	 37	100	 44
 32	  1	 42	  6	 47	 11	 53	 16	 59	 21	 64	 26	 68	 33	 71	 40	 74	 47	 80	 53
 34	  0	 46	  1	 54	  3	 58	 10	 64	 17	 73	 20	 77	 26	 81	 33	 86	 38	 91	 44
 19	  1	 26	  6	 35	 11	 47	 13	 51	 20	 53	 28	 58	 34	 64	 39	 67	 46	 68	 55
 21	  3	 31	  6	 41	  9	 50	 13	 58	 15	 63	 21	 69	 26	 73	 33	 77	 40	 78	 49
 34	  0	 44	  3	 51	  8	 58	 11	 62	 18	 71	 23	 74	 30	 85	 33	 86	 42	 91	 49
 27	  0	 44	  1	 49	  7	 52	 15	 60	 19	 69	 23	 73	 30	 77	 36	 78	 45	 82	 51
 21	  1	 32	  4	 42	  8	 50	 12	 61	 14	 65	 21	 70	 26	 74	 34	 75	 43	 82	 48
 20	  1	 32	  4	 38	 10	 46	 15	 53	 18	 60	 23	 70	 27	 76	 33	 79	 41	 82	 48
 27	  1	 35	  5	 42	  8	 50	 12	 53	 19	 60	 27	 65	 33	 70	 39	 78	 44	 86	 48
 19	  3	 33	  5	 45	  8	 49	 15	 56	 20	 61	 26	 64	 33	 68	 39	 73	 45	 77	 51
 35	  0	 46	  4	 51	 10	 59	 15	 62	 23	 68	 28	 74	 35	 79	 41	 82	 48	 86	 54
 24	  0	 36	  2	 44	  6	 53	 11	 56	 18	 62	 22	 64	 30	 68	 37	 70	 45	 71	 54
 27	  1	 36	  6	 44	 10	 54	 14	 61	 19	 64	 26	 66	 34	 70	 41	 74	 47	 75	 56
 30	  1	 42	  5	 46	 11	 52	 16	 61	 19	 69	 23	 71	 31	 73	 39	 76	 46	 76	 56
 35	  0	 43	  5	 48	 10	 52	 17	 56	 23	 63	 26	 70	 31	 71	 40	 72	 49	 78	 56
 34	  1	 42	  4	 45	 12	 54	 15	 60	 21	 68	 25	 74	 29	 78	 37	 81	 44	 83	 52
 26	  1	 35	  4	 40	 11	 48	 14	 52	 20	 57	 26	 63	 30	 69	 36	 72	 44	 75	 51
 34	  0	 40	  6	 54	  7	 64	 11	 68	 17	 74	 23	 80	 28	 84	 34	 89	 41	 92	 48
 28	  0	 42	  2	 53	  4	 60	  8	 64	 14	 67	 21	 74	 25	 76	 33	 78	 41	 80	 49
 22	  0	 34	  5	 40	 10	 47	 15	 54	 19	 57	 26	 65	 30	 67	 39	 71	 46	 76	 52
 21	  2	 29	  5	 38	  9	 43	 15	 47	 22	 53	 29	 60	 33	 64	 40	 70	 44	 72	 52
 36	  1	 44	  4	 50	  9	 57	 14	 62	 21	 66	 29	 69	 37	 72	 44	 74	 52	 78	 58
 24	  1	 41	  3	 49	  9	 60	 13	 65	 18	 68	 26	 71	 33	 77	 38	 80	 45	 85	 51
 33	  1	 47	  5	 49	 13	 54	 19	 60	 24	 63	 31	 69	 36	 71	 44	 74	 52	 78	 59
 41	  0	 51	  5	 62	  7	 70	 10	 76	 15	 82	 19	 87	 24	 88	 33	 90	 41	 98	 46
 29	  1	 44	  3	 48	  9	 54	 13	 57	 20	 62	 27	 68	 32	 73	 39	 74	 48	 76	 56
 22	  1	 30	  4	 39	  7	 44	 12	 46	 20	 52	 26	 56	 32	 58	 40	 61	 47	 66	 53
 27	  1	 37	  3	 47	  8	 53	 13	 63	 17	 70	 22	 75	 28	 76	 37	 84	 40	 86	 49
 33	  0	 46	  3	 54	  7	 61	 12	 67	 17	 70	 24	 73	 31	 79	 37	 82	 44	 86	 51
 28	  1	 37	  4	 49	  7	 60	 11	 66	 17	 67	 26	 70	 33	 78	 37	 82	 44	 85	 51
 29	  0	 53	  1	 61	  6	 67	 10	 73	 15	 80	 19	 81	 28	 87	 33	 89	 41	 93	 48
 25	  2	 40	  2	 51	  5	 56	 10	 58	 18	 61	 26	 66	 32	 71	 37	 75	 43	 79	 50
 22	  2	 41	  3	 49	  8	 58	 11	 65	 15	 73	 19	 78	 25	 80	 33	 82	 41	 85	 49
 31	  0	 42	  4	 52	  7	 56	 14	 61	 21	 68	 25	 75	 30	 79	 37	 82	 45	 86	 52
 29	  3	 43	  5	 52	  8	 57	 14	 58	 23	 64	 28	 72	 30	 74	 38	 80	 43	 83	 51
 27	  3	 43	  4	 50	  8	 57	 13	 60	 20	 63	 29	 65	 37	 71	 42	 76	 49	 78	 57
 27	  1	 37	  5	 47	  8	 57	  9	 61	 15	 63	 23	 68	 29	 71	 36	 78	 42	 81	 49
 28	  0	 46	  0	 56	  3	 63	  8	 71	 12	 81	 15	 84	 22	 85	 31	 88	 38	 94	 44
 25	  1	 33	  5	 43	  7	 47	 14	 49	 22	 56	 27	 62	 32	 65	 39	 69	 45	 76	 50
 24	  3	 44	  4	 52	  9	 64	 11	 72	 16	 79	 21	 81	 29	 84	 36	 86	 44	 91	 49
 31	  1	 42	  4	 50	  7	 57	 12	 61	 18	 65	 24	 70	 30	 74	 38	 81	 44	 85	 51
 27	  2	 36	  6	 42	 12	 48	 19	 54	 23	 60	 27	 63	 34	 66	 41	 70	 47	 77	 52
 26	  1	 42	  4	 49	 10	 51	 18	 56	 24	 59	 31	 61	 40	 65	 46	 66	 55	 67	 64
 42	  0	 54	  3	 62	  7	 68	 13	 72	 20	 77	 25	 78	 34	 82	 40	 86	 46	 93	 50
 21	  0	 34	  3	 41	  8	 51	 12	 53	 20	 60	 24	 64	 30	 68	 37	 79	 41	 83	 47
 25	  1	 34	  6	 44	 10	 47	 17	 52	 24	 57	 30	 62	 38	 66	 45	 69	 52	 73	 58
 21	  1	 33	  5	 50	  5	 63	  7	 67	 13	 73	 18	 75	 26	 84	 29	 87	 36	 89	 44
 30	  1	 43	  3	 55	  6	 63	  9	 72	 13	 78	 18	 82	 24	 87	 29	 91	 37	 97	 43
 17	  5	 30	  7	 36	 12	 41	 17	 45	 24	 54	 29	 59	 34	 62	 42	 63	 51	 69	 58
 26	  1	 41	  3	 49	  6	 52	 13	 60	 17	 63	 24	 66	 31	 70	 37	 78	 42	 81	 49
 36	  0	 53	  3	 66	  6	 68	 14	 75	 20	 81	 26	 87	 30	 95	 34	 98	 41	100	 49
 24	  2	 34	  6	 43	 11	 59	 12	 67	 14	 72	 20	 76	 26	 80	 33	 87	 38	 89	 46
 36	  0	 48	  3	 55	  8	 61	 14	 69	 19	 75	 25	 82	 30	 87	 36	 93	 41	 98	 47
 35	  0	 46	  4	 55	  6	 63	 11	 70	 15	 73	 22	 79	 27	 82	 35	 85	 42	 91	 48
 31	  1	 39	  4	 51	  7	 56	 13	 63	 17	 65	 25	 67	 33	 71	 39	 74	 46	 79	 52
 31	  1	 45	  2	 54	  7	 59	 13	 67	 17	 71	 23	 77	 28	 79	 37	 80	 46	 82	 54
 28	  2	 37	  7	 50	 10	 62	 13	 66	 19	 71	 24	 75	 30	 78	 37	 83	 43	 87	 50
 24	  1	 35	  6	 42	 10	 54	 15	 59	 21	 66	 25	 71	 31	 75	 37	 77	 45	 81	 52
 30	  1	 33	  8	 45	 11	 46	 20	 53	 25	 57	 31	 61	 37	 69	 41	 71	 49	 75	 55
 31	  1	 42	  5	 48	 10	 52	 17	 58	 22	 61	 29	 65	 35	 71	 40	 75	 47	 77	 55
 34	  0	 48	  3	 57	  7	 65	 12	 74	 16	 79	 22	 81	 30	 84	 37	 85	 46	 90	 53
 29	  2	 34	  8	 41	 14	 47	 18	 58	 22	 65	 26	 68	 34	 77	 38	 80	 45	 83	 52
 29	  2	 42	  5	 52	  7	 59	 11	 63	 17	 73	 21	 79	 27	 83	 34	 89	 39	 91	 48
 30	  1	 42	  5	 51	  8	 56	 14	 61	 20	 65	 27	 70	 32	 76	 38	 78	 46	 80	 54
 27	  1	 42	  3	 48	  8	 53	 15	 59	 20	 63	 26	 68	 32	 71	 39	 75	 46	 82	 50
 28	  0	 39	  2	 46	  7	 58	 10	 61	 18	 65	 26	 68	 34	 68	 44	 76	 46	 78	 54
 28	  0	 38	  5	 48	  9	 57	 13	 63	 18	 66	 25	 73	 29	 78	 36	 81	 44	 84	 51
 27	  3	 42	  5	 52	  9	 60	 13	 67	 17	 71	 23	 76	 29	 83	 34	 83	 44	 87	 50
 32	  1	 44	  2	 53	  7	 58	 13	 61	 20	 73	 22	 80	 27	 83	 34	 88	 40	 91	 47
 19	  1	 35	  3	 47	  5	 54	  9	 58	 15	 61	 22	 65	 29	 71	 35	 72	 44	 75	 52
 24	  2	 37	  6	 49	  7	 51	 16	 62	 19	 69	 23	 74	 29	 81	 34	 84	 41	 86	 49
 24	  0	 36	  2	 38	 11	 42	 18	 49	 23	 55	 29	 59	 37	 64	 42	 65	 51	 70	 57
 27	  1	 34	  6	 38	 13	 50	 17	 56	 22	 63	 27	 66	 34	 72	 40	 76	 47	 80	 54
 25	  0	 35	  3	 43	  7	 51	 11	 60	 16	 68	 23	 74	 28	 78	 35	 80	 43	 85	 48
 25	  1	 33	  5	 42	  8	 48	 13	 51	 20	 58	 25	 65	 30	 71	 36	 72	 45	 74	 53
 12	  4	 25	  6	 31	 11	 35	 17	 38	 24	 45	 30	 50	 37	 50	 47	 58	 51	 62	 58
 28	  0	 34	  5	 41	  9	 46	 15	 54	 21	 59	 27	 66	 32	 72	 38	 75	 45	 79	 51
 27	  1	 38	  5	 51	  6	 54	 13	 64	 16	 72	 19	 75	 27	 82	 32	 86	 38	 87	 47
 25	  2	 32	  6	 41	 11	 49	 14	 54	 20	 57	 28	 60	 35	 67	 40	 72	 47	 75	 55
 30	  1	 39	  4	 46	  8	 51	 16	 57	 21	 60	 28	 68	 31	 72	 38	 79	 43	 81	 51
 25	  3	 31	  8	 39	 12	 46	 15	 54	 19	 61	 23	 66	 29	 73	 33	 75	 42	 82	 46
 30	  1	 44	  1	 56	  2	 63	  7	 70	 12	 76	 17	 81	 24	 83	 32	 88	 38	 90	 46
 26	  1	 36	  4	 48	  8	 55	 13	 61	 17	 64	 24	 66	 32	 71	 38	 72	 47	 75	 54
 34	  1	 47	  3	 53	  8	 62	 12	 68	 18	 73	 24	 82	 27	 88	 32	 89	 41	 93	 49
 31	  1	 39	  5	 46	  9	 51	 14	 57	 19	 63	 24	 66	 31	 69	 38	 72	 46	 74	 54
 27	  1	 42	  3	 52	  7	 60	 12	 67	 17	 74	 23	 79	 28	 86	 33	 90	 40	 91	 49
 27	  2	 40	  5	 50	  8	 55	 14	 63	 17	 69	 21	 72	 28	 75	 35	 80	 40	 83	 47
 28	  1	 38	  5	 43	 11	 48	 17	 55	 22	 62	 27	 67	 34	 69	 42	 70	 51	 74	 58
 26	  0	 40	  1	 48	  7	 55	 11	 64	 15	 70	 21	 72	 30	 74	 38	 78	 46	 83	 51
 30	  1	 41	  5	 49	 11	 55	 18	 59	 24	 65	 28	 70	 34	 75	 40	 77	 48	 79	 56
 28	  1	 43	  5	 50	 10	 57	 15	 63	 20	 66	 28	 70	 35	 76	 42	 83	 46	 85	 54
 34	  2	 52	  4	 61	  7	 69	 11	 73	 18	 74	 27	 79	 34	 84	 40	 90	 45	 95	 51
 26	  3	 36	  7	 46	 10	 53	 14	 55	 22	 61	 28	 68	 33	 72	 39	 73	 48	 78	 54
 21	  3	 33	  7	 42	 12	 50	 17	 56	 22	 60	 28	 61	 37	 70	 41	 75	 47	 76	 56
 19	  3	 33	  7	 39	 13	 49	 17	 59	 19	 64	 24	 71	 29	 79	 34	 81	 42	 84	 49
 30	  0	 38	  6	 55	  8	 62	 13	 71	 16	 76	 22	 77	 31	 82	 36	 84	 44	 85	 53
 38	  0	 47	  5	 55	  9	 59	 15	 63	 21	 69	 27	 75	 32	 77	 40	 81	 46	 84	 53
 22	  2	 32	  6	 44	 10	 49	 16	 54	 22	 63	 26	 65	 34	 69	 41	 73	 48	 79	 55
 28	  0	 34	  5	 39	 11	 48	 16	 52	 22	 57	 28	 60	 35	 66	 41	 68	 49	 72	 55
 34	  1	 44	  5	 56	  9	 63	 13	 70	 18	 75	 23	 81	 28	 85	 35	 88	 42	 92	 49
 25	  1	 33	  5	 39	  9	 50	 12	 58	 16	 68	 18	 72	 24	 76	 30	 79	 37	 88	 40
 33	  0	 44	  1	 51	  6	 57	 11	 65	 16	 72	 21	 75	 28	 85	 31	 89	 37	 92	 44
 26	  1	 35	  5	 43	  8	 51	 11	 52	 20	 54	 28	 61	 32	 66	 38	 74	 43	 76	 51
 20	  1	 32	  4	 41	  7	 51	 10	 56	 16	 60	 22	 66	 26	 70	 33	 73	 41	 77	 48
 20	  2	 32	  6	 42	  9	 50	 13	 54	 19	 60	 24	 63	 31	 69	 36	 76	 40	 79	 47
 23	  1	 28	  6	 36	  8	 49	 12	 56	 17	 60	 24	 64	 31	 68	 37	 70	 45	 74	 51
 30	  0	 36	  6	 47	  9	 54	 13	 58	 19	 64	 23	 72	 28	 75	 35	 81	 40	 87	 45
 32	  1	 51	  1	 57	  7	 61	 14	 68	 20	 70	 28	 71	 37	 76	 42	 78	 50	 79	 59
 31	  1	 46	  4	 60	  7	 65	 13	 69	 20	 73	 26	 76	 33	 79	 41	 82	 49	 83	 58
 25	  1	 39	  3	 44	  8	 46	 16	 56	 18	 61	 24	 64	 32	 70	 37	 75	 43	 77	 51
 27	  2	 34	  8	 41	 12	 47	 17	 54	 21	 57	 28	 63	 33	 69	 39	 70	 48	 74	 55
 29	  0	 40	  3	 48	  5	 53	 11	 57	 17	 65	 22	 70	 28	 73	 36	 78	 41	 79	 50
 20	  1	 27	  6	 34	 11	 45	 13	 53	 17	 59	 22	 65	 28	 71	 33	 72	 42	 77	 47
 28	  0	 43	  4	 56	  5	 63	 11	 67	 17	 71	 23	 74	 30	 78	 38	 79	 47	 82	 54
 32	  1	 40	  5	 48	  9	 55	 14	 62	 17	 67	 23	 68	 32	 69	 41	 73	 47	 76	 54
 28	  1	 37	  3	 47	  5	 53	 10	 55	 18	 59	 24	 64	 30	 65	 39	 66	 48	 70	 54
 29	  2	 40	  4	 46	  9	 48	 17	 55	 21	 58	 28	 62	 35	 65	 42	 71	 47	 78	 52
 28	  2	 37	  6	 45	 10	 52	 14	 57	 20	 63	 24	 64	 33	 69	 39	 76	 45	 80	 52
 23	  0	 37	  2	 48	  6	 60	  9	 62	 17	 69	 22	 75	 27	 79	 33	 83	 39	 86	 46
 23	  2	 29	  8	 35	 13	 45	 17	 52	 25	 58	 31	 64	 37	 70	 44	 74	 50	 74	 60
 25	  2	 35	  6	 44	 10	 44	 20	 52	 25	 53	 34	 59	 40	 61	 48	 64	 55	 66	 63
 30	  0	 41	  3	 50	  6	 56	 11	 61	 16	 64	 23	 70	 28	 71	 37	 71	 47	 72	 56
 31	  0	 46	  2	 60	  4	 65	  9	 71	 13	 74	 20	 78	 26	 81	 34	 86	 39	 88	 47
 23	  1	 33	  4	 41	  7	 50	 12	 63	 14	 68	 19	 69	 28	 75	 36	 78	 44	 79	 53
 24	  2	 38	  4	 45	  8	 51	 14	 54	 21	 59	 26	 63	 32	 67	 39	 68	 48	 73	 54
 34	  0	 43	  5	 50	 10	 58	 13	 62	 19	 66	 25	 70	 32	 73	 39	 76	 47	 79	 54
 25	  3	 38	  5	 46	  8	 48	 16	 58	 20	 65	 25	 70	 31	 73	 38	 76	 45	 77	 54
 29	  1	 36	  5	 47	  7	 52	 12	 60	 16	 62	 24	 70	 28	 72	 36	 74	 45	 77	 52
 25	  0	 40	  0	 45	  5	 50	 11	 53	 18	 59	 23	 65	 28	 72	 32	 78	 37	 83	 42
 33	  2	 48	  6	 54	 10	 62	 15	 67	 21	 75	 25	 80	 32	 84	 40	 90	 44	 93	 51
 20	  0	 35	  2	 45	  4	 55	  5	 64	 10	 70	 16	 75	 22	 79	 30	 85	 36	 91	 41
 25	  0	 37	  2	 43	  8	 46	 15	 50	 21	 55	 27	 61	 31	 64	 38	 68	 45	 68	 55
 31	  2	 45	  3	 54	  7	 60	 12	 69	 16	 70	 25	 74	 31	 81	 37	 86	 44	 89	 51
 25	  0	 34	  3	 40	  9	 54	 12	 67	 14	 73	 19	 78	 24	 84	 30	 85	 39	 89	 45
 32	  0	 47	  2	 51	  9	 57	 14	 60	 21	 69	 24	 76	 29	 81	 35	 86	 41	 88	 49
 27	  1	 35	  5	 48	  7	 56	 13	 64	 17	 69	 23	 74	 29	 76	 37	 79	 44	 85	 48
 33	  0	 42	  4	 49	  9	 53	 16	 63	 21	 71	 25	 75	 32	 80	 37	 85	 42	 94	 45
 26	  0	 34	  6	 40	 12	 48	 17	 54	 23	 58	 29	 65	 35	 75	 40	 80	 46	 82	 54
 34	  1	 46	  4	 54	  9	 58	 15	 63	 21	 66	 28	 70	 35	 75	 42	 80	 47	 86	 53
 32	  0	 42	  5	 49	  9	 57	 13	 70	 14	 77	 19	 83	 26	 86	 34	 90	 41	 93	 48
 26	  0	 36	  4	 43	  9	 47	 16	 58	 20	 66	 25	 74	 29	 77	 36	 82	 41	 86	 48
 22	  2	 32	  6	 40	 10	 46	 16	 53	 21	 57	 27	 64	 32	 71	 36	 75	 43	 76	 52
 33	  0	 43	  3	 47	 10	 54	 13	 59	 18	 67	 22	 75	 26	 80	 33	 84	 39	 86	 47
